Company,Project,Cost,URL,rate_card_id
Cognizant Worldwide Limited,YSwitch™ - Patient Health & Medical Treatment Insights Suite,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/153762261660626,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Capgemini UK plc,Information Strategy and Analytics,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/774003911530052,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Customer-led Transformation: Salesforce Solutions Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/103928670755496,n/a
The Public Service Consultants (trading as The PSC),Mock service standard assessment:  planning service,"500 to 2,580 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/345393092445479,ThePublicServiceConsultants(tradingasThePSC)_399353489976769-sfia-rate-card-2022-05-18-0943.pdf
North Highland,PMO Setup & Transformation,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/864576150950259,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
KPMG LLP,Cloud Migration Forecasting service,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/121046300267238,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Capgemini UK plc,"Digital SIAM: Assessment, Design, Implementation, Run and Transformation",312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/248037998392720,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
The Public Service Consultants (trading as The PSC),User-centred service design:  planning service,"500 to 2,850 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/307570556315311,ThePublicServiceConsultants(tradingasThePSC)_797659068238358-sfia-rate-card-2022-05-18-0938.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Oracle Application Optimisation Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/354088629016842,n/a
North Highland,Cloud Service System Selection,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/640305636237914,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Capgemini UK plc,Agile Maturity Assessment,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/998102953199751,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
The Public Service Consultants (trading as The PSC),Discovery services and support:  planning service,"500 to 2,850 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/374652213771962,ThePublicServiceConsultants(tradingasThePSC)_797659068238358-sfia-rate-card-2022-05-18-0938.pdf
Cognizant Worldwide Limited,Mobile Device Environment Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/409620508355157,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Customer Led Implementation and Operation Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/106957996010693,n/a
North Highland,Data Visualisation: Business Intelligence and Dashboards,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/878288342710270,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
KPMG LLP,Healthcare Optimised Data Analytics and Modelling,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/169402252379939,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Thoughtworks Limited,Cloud Strategy and Roadmap,"525 to 2,400 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/650828199884095,ThoughtworksLimited_650828199884095-sfia-rate-card-2022-05-11-1311.pdf
KPMG LLP,IT Strategy and Implementation,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/550911590223671,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
North Highland,Creating and Building a Product Capability - Product Development,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/990453902814050,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Cognizant Worldwide Limited,Business Process Management (BPM) Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/337062976470383,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
PricewaterhouseCoopers (LLP) PwC,PwC RPA and Automation Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/220855548433854,n/a
Capgemini UK plc,SAP S/4HANA Cloud Implementation Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/756291807978386,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Thoughtworks Limited,Remote Working Platforms,"525 to 2,400 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/253060284351485,ThoughtworksLimited_650828199884095-sfia-rate-card-2022-05-11-1311.pdf
North Highland,Organisational Health Assessment,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/441433878411031,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
KPMG LLP,Managed Service Delivery Partner,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/390959347819751,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
PricewaterhouseCoopers (LLP) PwC,PwC SAP Cloud Platform Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/777152998205224,n/a
Cognizant Worldwide Limited,Network Assessment Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/479695081551386,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Thoughtworks Limited,Scaling and Optimising Cloud Platforms,"525 to 2,400 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/564463252332906,ThoughtworksLimited_650828199884095-sfia-rate-card-2022-05-11-1311.pdf
Capgemini UK plc,Log and Refer Service Desk - Official,5.44 a unit a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/577054120379552,CapgeminiUKplc_577054120379552-sfia-rate-card-2022-05-14-1149.pdf
North Highland,Career Development Frameworks,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/496762686839502,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Dynamic Strategic and Scenario Planning Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/173285530684200,n/a
Thoughtworks Limited,Cloud Migration,"525 to 2,400 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/952166934483306,ThoughtworksLimited_650828199884095-sfia-rate-card-2022-05-11-1311.pdf
KPMG LLP,Software Asset Management,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/966235869837995,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Cognizant Worldwide Limited,Oracle SCM Cloud Support Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/445958235838117,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Capgemini UK plc,Test Maturity Assessment Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/116832634615863,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Thoughtworks Limited,Cloud Technical Assessment,"525 to 2,400 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/975989442167642,ThoughtworksLimited_650828199884095-sfia-rate-card-2022-05-11-1311.pdf
Cognizant Worldwide Limited,Functional Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/724403994542156,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
KPMG LLP,ERP preparation,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/585816977106474,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
North Highland,Scaled Agile Delivery/Programme Manager,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/566431852310169,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Capgemini UK plc,Data Science and AI: Assurance Scoring,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/827517211508094,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Sustainability and Climate Change Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/944339023776081,n/a
Thoughtworks Limited,Cloud Software Supply Chain,"525 to 2,400 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/195715265157008,ThoughtworksLimited_650828199884095-sfia-rate-card-2022-05-11-1311.pdf
KPMG LLP,eDiscovery,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/383152119185149,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
North Highland,Information Management: Data Governance,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/828447802114471,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Cognizant Worldwide Limited,Immuta Automated Data Governance,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/954501912283170,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Customer-led Transformation Solutions Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/646202681418226,n/a
Wavestone Advisors UK Limited,Cloud Management Optimisation advisory,"550 to 1,950 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/105620557865013,WavestoneAdvisorsUKLimited_105620557865013-sfia-rate-card-2022-05-12-1601.pdf
Capgemini UK plc,Project Setup Services (Self-Service tooling),312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/792009832149126,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Thoughtworks Limited,Cloud Implementation Management,"525 to 2,400 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/513500321025030,ThoughtworksLimited_650828199884095-sfia-rate-card-2022-05-11-1311.pdf
North Highland,Advanced Analytics: Natural Language Processing and Text Analytics,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/466530542893502,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Thoughtworks Limited,Cloud Infrastructure as Code,"525 to 2,400 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/455113272704035,ThoughtworksLimited_650828199884095-sfia-rate-card-2022-05-11-1311.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Cloud Training Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/274000978201928,n/a
Cognizant Worldwide Limited,IPv6 Consulting and Deployment Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/243294461537389,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Wavestone Advisors UK Limited,Cloud Sustainability Impact Assessment,"550 to 1,950 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/418845585908986,WavestoneAdvisorsUKLimited_418845585908986-sfia-rate-card-2022-05-12-1229.pdf
North Highland,People-Centred Organisation Design,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/150398298655658,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Delivery of Cloud Enabled Change Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/118676878751971,n/a
Thoughtworks Limited,Cloud Data Mesh and MLOps Services,"525 to 2,400 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/339789118543663,ThoughtworksLimited_650828199884095-sfia-rate-card-2022-05-11-1311.pdf
KPMG LLP,Continuous IT for a Cloud and Digital ready Enterprise,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/816850441035196,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Wavestone Advisors UK Limited,Cloud Enabled Network Assurance,"550 to 1,950 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/114976022025829,WavestoneAdvisorsUKLimited_418845585908986-sfia-rate-card-2022-05-12-1229.pdf
Cognizant Worldwide Limited,MLOps Lighthouse Project,"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/742182731435400,CognizantWorldwideLimited_810500948793388-sfia-rate-card-2022-05-18-0001.pdf
Thoughtworks Limited,Cloud Service Design,"525 to 2,400 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/235666173377787,ThoughtworksLimited_650828199884095-sfia-rate-card-2022-05-11-1311.pdf
Cognizant Worldwide Limited,Enabling Remote Working on Public Cloud,"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/780223699722936,CognizantWorldwideLimited_810500948793388-sfia-rate-card-2022-05-18-0001.pdf
North Highland,Building and Developing Agile and Product Teams,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/432132271086691,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Wavestone Advisors UK Limited,Cloud Enabled Network Strategy,"550 to 1,950 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/449337423763587,WavestoneAdvisorsUKLimited_418845585908986-sfia-rate-card-2022-05-12-1229.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Compromise Discovery Services,"1,500 to 6,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/242250545281548,n/a
PricewaterhouseCoopers (LLP) PwC,PwC PCI/DSS Services,"650 to 4,200 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/270572100168798,n/a
Thoughtworks Limited,Cloud Test Strategy and Execution,"525 to 2,400 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/405464020410625,ThoughtworksLimited_650828199884095-sfia-rate-card-2022-05-11-1311.pdf
