,Company,Project,Cost,URL,rate_card_id
2008,North Highland,PMO Setup & Transformation,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/864576150950259,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
2009,PricewaterhouseCoopers (LLP) PwC,Microsoft Dynamics 365 Enabled Back Office Transformation Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/417538726640850,
2010,Capgemini UK plc,Procurement Spend Profiling Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/982072668787719,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
2011,KPMG LLP,Cyber Risk Insights,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/617533911706818,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
2012,Cognizant Worldwide Limited,WAN Optimisation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/381225911323436,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
2013,North Highland,Cloud Service System Selection,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/640305636237914,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
2014,KPMG LLP,Enterprise Business Intelligence and Performance Management,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/788112237448412,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
2015,Testhouse Ltd,Test Automation,142.00 to 800.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/930214824688343,
2016,Capgemini UK plc,Data Management Solutions Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/516672484521004,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
2017,Cognizant Worldwide Limited,Big Data Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/111492498135621,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
2018,North Highland,Data Visualisation: Business Intelligence and Dashboards,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/878288342710270,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
2019,KPMG LLP,Digital Forensic Investigations,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/449667367062555,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
2020,Testhouse Ltd,"Non-Functional Testing (Performance, Load, Security, Penetration)","215 to 1,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/207659400455704,
2021,The Berkeley Partnership,Cloud Data Centre Migration,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/804049088785586,
2022,Capgemini UK plc,SAP Sales Cloud,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/355716766818035,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
2023,PricewaterhouseCoopers (LLP) PwC,PwC Oracle Application Optimisation Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/354088629016842,
2024,Cognizant Worldwide Limited,IP Telephony Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/567171013950061,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
2025,North Highland,Creating and Building a Product Capability - Product Development,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/990453902814050,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
2026,KPMG LLP,Cyber Security Penetration Testing,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/238077685702282,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
2027,Testhouse Ltd,Functional Testing,140 to 770 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/173842609407039,
2028,Cognizant Worldwide Limited,Oracle EPM Cloud Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/418112421230604,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
2029,PricewaterhouseCoopers (LLP) PwC,PwC Customer Led Implementation and Operation Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/106957996010693,
2030,The Berkeley Partnership,"Programme Mobilisation, Leadership and Delivery Management","1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/992143969047728,
2031,North Highland,Organisational Health Assessment,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/441433878411031,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
2032,KPMG LLP,Employee experience design consultancy,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/257653302715200,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
2033,Capgemini UK plc,Digital Customer Experience Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/804631615436801,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
2034,North Highland,Career Development Frameworks,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/496762686839502,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
2035,Cognizant Worldwide Limited,Delivery and support of cloud based Data Science platform,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/401287532031065,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
2036,The Berkeley Partnership,Portfolio Management,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/549023419016846,
2037,KPMG LLP,Asset Intelligence Analytics,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/581129630491606,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
2038,Capgemini UK plc,"Analytics, Insights, Reporting and Visualisation Services",312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/269031811128633,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
2039,PricewaterhouseCoopers (LLP) PwC,PwC RPA and Automation Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/220855548433854,
2040,KPMG LLP,Cloud Migration Forecasting service,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/121046300267238,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
2041,The Berkeley Partnership,Interim Management,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/992245312086388,
2042,Cognizant Worldwide Limited,Evolutionary AI and Machine Learning with LEAF,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/428295512413927,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
2043,PricewaterhouseCoopers (LLP) PwC,PwC SAP Cloud Platform Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/777152998205224,
2044,Capgemini UK plc,Pega Cloud Services Design and implementation,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/189164792778100,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
2045,North Highland,Scaled Agile Delivery/Programme Manager,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/566431852310169,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
2046,The Public Service Consultants (trading as The PSC),Business case development:  planning service,"500 to 2,850 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/797659068238358,ThePublicServiceConsultants(tradingasThePSC)_399353489976769-sfia-rate-card-2022-05-18-0943.pdf
2047,Cognizant Worldwide Limited,Establishing and Delivering Cloud Native Programmes (Contino team of 6),"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/906792715459692,CognizantWorldwideLimited_810500948793388-sfia-rate-card-2022-05-18-0001.pdf
2048,KPMG LLP,Healthcare Optimised Data Analytics and Modelling,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/169402252379939,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
2049,The Berkeley Partnership,Big Data and Analytics,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/583037878205200,
2050,North Highland,Information Management: Data Governance,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/828447802114471,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
2051,The Public Service Consultants (trading as The PSC),Market and business analysis:  planning service,"500 to 2,850 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/151142295574772,ThePublicServiceConsultants(tradingasThePSC)_399353489976769-sfia-rate-card-2022-05-18-0943.pdf
2052,Capgemini UK plc,Information Strategy and Analytics,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/774003911530052,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
2053,PricewaterhouseCoopers (LLP) PwC,PwC Operate Managed Capacity Services,"455 to 1,660 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/248590210225149,
2054,The Public Service Consultants (trading as The PSC),Alpha services and support:  planning service,"500 to 2,850 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/539022463867788,ThePublicServiceConsultants(tradingasThePSC)_399353489976769-sfia-rate-card-2022-05-18-0943.pdf
2055,Cognizant Worldwide Limited,Microsoft 365 Consultancy,"1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/694348904215098,CognizantWorldwideLimited_157552930737303-sfia-rate-card-2022-05-10-1430.pdf
2056,PricewaterhouseCoopers (LLP) PwC,PwC Dynamic Strategic and Scenario Planning Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/173285530684200,
2057,KPMG LLP,IT Strategy and Implementation,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/550911590223671,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
2058,North Highland,Advanced Analytics: Natural Language Processing and Text Analytics,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/466530542893502,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
2059,The Berkeley Partnership,Change Management,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/577031552942041,
2060,Capgemini UK plc,"Digital SIAM: Assessment, Design, Implementation, Run and Transformation",312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/248037998392720,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
2061,Cognizant Worldwide Limited,Application Packaging & Virtualisation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/516807989238353,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
2062,KPMG LLP,Managed Service Delivery Partner,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/390959347819751,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
2063,North Highland,People-Centred Organisation Design,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/150398298655658,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
2064,Capgemini UK plc,Agile Maturity Assessment,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/998102953199751,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
2065,PricewaterhouseCoopers (LLP) PwC,PwC Sustainability and Climate Change Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/944339023776081,
2066,The Berkeley Partnership,Digital Strategy and Transformation,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/616868595356763,
2067,The Public Service Consultants (trading as The PSC),Service evaluation and audit:  planning service,"500 to 2,580 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/399353489976769,ThePublicServiceConsultants(tradingasThePSC)_399353489976769-sfia-rate-card-2022-05-18-0943.pdf
2068,North Highland,Building and Developing Agile and Product Teams,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/432132271086691,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
2069,The Berkeley Partnership,Programme Assurance,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/962042762861096,
2070,The Public Service Consultants (trading as The PSC),Strategy and roadmap development:  planning service,"500 to 2,850 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/218165646218135,ThePublicServiceConsultants(tradingasThePSC)_399353489976769-sfia-rate-card-2022-05-18-0943.pdf
2071,KPMG LLP,Software Asset Management,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/966235869837995,KPMGLLP_341058641615377-sfia-rate-card-2022-05-17-1049.pdf
2072,PricewaterhouseCoopers (LLP) PwC,PwC Customer-led Transformation Solutions Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/646202681418226,
2073,Capgemini UK plc,SAP S/4HANA Cloud Implementation Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/756291807978386,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
2074,Cognizant Worldwide Limited,YSwitch™ - Patient Health & Medical Treatment Insights Suite,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/153762261660626,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
2075,The Public Service Consultants (trading as The PSC),"Artificial intelligence, machine learning, data science and advanced analytics:  planning service","500 to 2,850 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/662751852098522,ThePublicServiceConsultants(tradingasThePSC)_399353489976769-sfia-rate-card-2022-05-18-0943.pdf
